,userid,user_state,event_name,event_attributes,event_created_date,event_platform,device_manufacture,device_model,month
4596,dd3c7c5c898a4e6a4ed78d6e2c526bed,TX,Order,"{""Premium Membership"":""True""}",2022-02-16 06:57:06,outofband,outofband,outofband,2
4597,ce84e058130e085513f0455bc725865e,TX,Order,"{""Premium Membership"":""True""}",2022-02-16 06:57:11,outofband,outofband,outofband,2
4598,f007782630c25e5e80bd819b0c0936c0,TX,Order,"{""Premium Membership"":""True""}",2022-02-16 06:57:11,outofband,outofband,outofband,2
4599,f007782630c25e5e80bd819b0c0936c0,TX,Order,"{""Premium Membership"":""True""}",2022-02-16 06:57:13,outofband,outofband,outofband,2
4601,02ea6c406a8d4d65cf25ea527ec83403,FL,Sign Up Success,"{""Method"":""Google""}",2022-02-12 15:36:08,android,Google,Pixel 3,2
4602,f34d7d4af375d1f9ad70c397704002cf,CA,Account History Transaction Details,"{""Type"":""Auto Payment"",""Navigated From"":""account_history""}",2022-02-12 15:37:59,ios,Apple,iPhone14,2
4603,02ea6c406a8d4d65cf25ea527ec83403,FL,Add Vehicle Success,"{""Make"":""Mazda"",""Model"":""CX-5"",""Color"":""White"",""Year"":""2016"",""Temporary"":""false"",""Start Date"":"""",""End Date"":"""",""Rental state"":""""}",2022-02-12 15:39:36,android,Google,Pixel 3,2
4604,02ea6c406a8d4d65cf25ea527ec83403,FL,Add Payment Method Success,"{""Payment Method"":""Credit"",""Tokenized Pay"":""""}",2022-02-12 15:43:33,android,Google,Pixel 3,2
4605,a1ac89e45a6ecd464bda47f12d2ec349,IL,Wallet Opened,{},2022-02-12 15:52:20,ios,Apple,iPhone12,2
4606,18b9953f2328fed7482dda3deb45dcf5,CA,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Paid"",""Type"":""Order""}",2022-02-12 16:29:43,android,samsung,SM-A1,2
4607,41d7f98e5e69713aeb9a56d2ada94495,TX,Sign Up Success,"{""Method"":""Email""}",2022-02-12 16:51:59,ios,Apple,iPhone11,2
4608,41d7f98e5e69713aeb9a56d2ada94495,TX,Email Confirmation Success,"{""Required"":""true""}",2022-02-12 16:52:25,ios,Apple,iPhone11,2
4609,95e7c959d7d39be0a965e9e315906fed,CA,Wallet Opened,{},2022-02-12 17:21:21,android,samsung,SM-A1,2
4610,f94fda42ba20f0510307fe532de1c8a6,TX,Sign Up Success,"{""Method"":""Apple""}",2022-02-12 17:36:23,ios,Apple,iPhone12,2
4611,f94fda42ba20f0510307fe532de1c8a6,TX,Add Vehicle Success,"{""Year"":""2011"",""Model"":""Maxima"",""Temporary"":""false"",""Color"":""White"",""Make"":""Nissan""}",2022-02-12 17:38:02,ios,Apple,iPhone12,2
4612,7e3bdedd4d747fd31a31153655509b8f,TX,Sign Up Success,"{""Method"":""Email""}",2022-02-12 17:39:20,ios,Apple,iPhone11,2
4613,7e3bdedd4d747fd31a31153655509b8f,TX,Email Confirmation Success,"{""Required"":""true""}",2022-02-12 17:40:53,ios,Apple,iPhone11,2
4614,f94fda42ba20f0510307fe532de1c8a6,TX,Wallet Opened,{},2022-02-12 17:41:20,ios,Apple,iPhone12,2
4615,f94fda42ba20f0510307fe532de1c8a6,TX,Add Payment Method Failed,"{""Error Message"":""Card is debit but credit is required."",""Error Code"":""ERROR-16010"",""Payment Method"":""Credit Card""}",2022-02-12 17:42:26,ios,Apple,iPhone12,2
4616,f94fda42ba20f0510307fe532de1c8a6,TX,Add Payment Method Success,"{""Tokenized Pay"":""Apple Pay"",""Payment Method"":""Debit""}",2022-02-12 17:44:00,ios,Apple,iPhone12,2
4617,f94fda42ba20f0510307fe532de1c8a6,TX,Subscription Premium,"{""Start Date"":""2022-02-12"",""Renewal Date"":""2022-03-13"",""Membership Type"":""Monthly""}",2022-02-12 17:45:02,outofband,outofband,outofband,2
4618,6fc97527efb9249ad3d665bf3b8834eb,IL,Sign Up Success,"{""Method"":""Email""}",2022-02-12 17:59:07,android,samsung,SM-A2,2
4619,6fc97527efb9249ad3d665bf3b8834eb,IL,Email Confirmation Success,{},2022-02-12 18:02:33,android,samsung,SM-A2,2
4620,191e7510d499461eaa83276c399e5d0c,TX,Sign Up Success,"{""Method"":""Email""}",2022-02-12 18:09:46,ios,Apple,iPhone13,2
4621,c0b335a96362a29ff68937c13af2dce9,CA,Account History Transaction Details,"{""Type"":""Pro Plan Subscription"",""Navigated From"":""account_history"",""Status"":""Paid""}",2022-02-12 18:26:31,ios,Apple,iPhone12,2
4622,c0b335a96362a29ff68937c13af2dce9,CA,Chat Conversation Opened,"{""From"":""Menu""}",2022-02-12 18:26:40,ios,Apple,iPhone12,2
4623,c0b335a96362a29ff68937c13af2dce9,CA,Chat Conversation Started,{},2022-02-12 18:26:45,ios,Apple,iPhone12,2
4624,c0b335a96362a29ff68937c13af2dce9,CA,Wallet Opened,{},2022-02-12 18:28:08,ios,Apple,iPhone12,2
4625,c0b335a96362a29ff68937c13af2dce9,CA,Subscription Premium Cancel,{},2022-02-12 18:29:00,outofband,outofband,outofband,2
4626,c0b335a96362a29ff68937c13af2dce9,CA,Chat Conversation Opened,"{""From"":""Menu""}",2022-02-12 18:29:11,ios,Apple,iPhone12,2
4627,f94fda42ba20f0510307fe532de1c8a6,TX,Calculator View,{},2022-02-12 18:38:44,ios,Apple,iPhone12,2
4628,f94fda42ba20f0510307fe532de1c8a6,TX,Wallet Opened,{},2022-02-12 18:39:03,ios,Apple,iPhone12,2
4629,e5d91833609309d75bf3d081cb8e4503,CA,Sign Up Success,"{""Method"":""Google""}",2022-02-12 18:42:38,ios,Apple,iPhone14,2
4630,e5d91833609309d75bf3d081cb8e4503,CA,Add Vehicle Success,"{""Make"":""Chevrolet"",""Model"":""Malibu"",""Temporary"":""false"",""Color"":""Black"",""Year"":""2022""}",2022-02-12 18:44:15,ios,Apple,iPhone14,2
4631,e5d91833609309d75bf3d081cb8e4503,CA,Add Payment Method Success,"{""Tokenized Pay"":""Apple Pay"",""Payment Method"":""Debit""}",2022-02-12 18:45:01,ios,Apple,iPhone14,2
4632,e5d91833609309d75bf3d081cb8e4503,CA,Subscription Premium,"{""Start Date"":""2022-02-12"",""Renewal Date"":""2022-03-13"",""Membership Type"":""Monthly""}",2022-02-12 18:46:04,outofband,outofband,outofband,2
4633,b14bc8f4b56a127e3f2bf2416c9b0a36,IL,Sign Up Success,"{""Method"":""Google""}",2022-02-12 19:11:53,ios,Apple,iPhone12,2
4634,270c14cfefa4e0dc596c90f6a8c6c363,TX,Sign Up Success,"{""Method"":""Facebook""}",2022-02-12 19:23:44,ios,Apple,iPhone13,2
4635,ce84e058130e085513f0455bc725865e,TX,Order,"{""Premium Membership"":""True""}",2022-02-16 06:57:13,outofband,outofband,outofband,2
4636,31c1e16c643a0b79de9e269ee421a3bb,TX,Order,"{""Premium Membership"":""False""}",2022-02-16 06:58:26,outofband,outofband,outofband,2
4637,dd3c7c5c898a4e6a4ed78d6e2c526bed,TX,Order,"{""Premium Membership"":""True""}",2022-02-16 06:59:27,outofband,outofband,outofband,2
4638,dd3c7c5c898a4e6a4ed78d6e2c526bed,TX,Order,"{""Premium Membership"":""True""}",2022-02-16 07:01:18,outofband,outofband,outofband,2
4641,28368284a145474b2cc4961349bffcf3,AZ,Order,"{""Premium Membership"":""True""}",2022-02-16 07:02:40,outofband,outofband,outofband,2
4642,dd90d6f8c3058b5a7111bd0026e9e030,CT,Sign Up Success,"{""Method"":""Email""}",2022-02-16 11:37:27,ios,Apple,iPhone12,2
4643,dd90d6f8c3058b5a7111bd0026e9e030,CT,Email Confirmation Success,"{""Required"":""true""}",2022-02-16 11:37:53,ios,Apple,iPhone12,2
4644,dd90d6f8c3058b5a7111bd0026e9e030,CT,Calculator View,{},2022-02-16 11:38:20,ios,Apple,iPhone12,2
4645,2c64014e0a5076e1546d9cb1c9b6bb49,TX,Wallet Opened,{},2022-02-16 11:44:16,ios,Apple,iPhone14,2
4646,e6d239e26b1205f98c76219c3beba9a8,CA,Sign Out,"{""Type"":""Manual""}",2022-02-16 12:42:46,android,samsung,SM-G9,2
4647,4949c7b6dfa8cef23d641fd98d50ab18,TX,Wallet Opened,{},2022-02-16 13:44:34,android,samsung,SM-N9,2
4648,4949c7b6dfa8cef23d641fd98d50ab18,TX,Chat Conversation Opened,"{""From"":""Transaction Details"",""Transaction type"":""AutoPayment""}",2022-02-16 13:45:35,android,samsung,SM-N9,2
4649,4949c7b6dfa8cef23d641fd98d50ab18,TX,Chat Conversation Started,{},2022-02-16 13:45:35,android,samsung,SM-N9,2
4650,627f50253b42607513a1c93bb68201ad,NJ,Order,"{""Premium Membership"":""True""}",2022-02-16 14:02:28,outofband,outofband,outofband,2
4653,0ac4c049747e23d5627e64345bc1ece7,FL,Order,"{""Premium Membership"":""True""}",2022-02-16 14:03:53,outofband,outofband,outofband,2
4654,0ac4c049747e23d5627e64345bc1ece7,FL,Order,"{""Premium Membership"":""True""}",2022-02-16 14:10:43,outofband,outofband,outofband,2
4655,6c8097d370dca54d43273c076df3f905,MA,Wallet Opened,{},2022-02-16 14:15:25,android,samsung,SM-G9,2
4656,4949c7b6dfa8cef23d641fd98d50ab18,TX,Chat Conversation Started,{},2022-02-16 14:17:12,android,samsung,SM-N9,2
4657,6c8097d370dca54d43273c076df3f905,MA,Wallet Opened,{},2022-02-16 14:17:16,android,samsung,SM-G9,2
4658,dbf599a75730944e28e99fa9293773af,TX,Wallet Opened,{},2022-02-16 14:29:32,ios,Apple,iPhone12,2
4659,d0570240da347d0fd9324593a736fc80,TX,Sign Up Success,"{""Method"":""Apple""}",2022-02-16 14:44:43,ios,Apple,iPhone12,2
4660,d0570240da347d0fd9324593a736fc80,TX,Add Vehicle Success,"{""Year"":""2011"",""Model"":""328"",""Temporary"":""false"",""Color"":""Black"",""Make"":""BMW""}",2022-02-16 14:45:42,ios,Apple,iPhone12,2
4661,d0570240da347d0fd9324593a736fc80,TX,Account Setup Profile Skip,"{""Screen"":""Address""}",2022-02-16 14:45:56,ios,Apple,iPhone12,2
4662,d0570240da347d0fd9324593a736fc80,TX,Account Setup Profile Skip,"{""Screen"":""Phone number""}",2022-02-16 14:45:57,ios,Apple,iPhone12,2
4663,8f101b4972c3d1054470ae652f28e189,NY,Calculator View,{},2022-02-16 15:07:36,android,Google,Pixel 6,2
4664,a36f9c3e8bcc3c6ac7ee75f9e08c1deb,VA,Account History Transaction Details,"{""Type"":""Auto Payment"",""Navigated From"":""account_history""}",2022-02-16 15:09:58,ios,Apple,iPhone11,2
4665,a36f9c3e8bcc3c6ac7ee75f9e08c1deb,VA,Wallet Opened,{},2022-02-16 15:10:43,ios,Apple,iPhone11,2
4666,a36f9c3e8bcc3c6ac7ee75f9e08c1deb,VA,Chat Conversation Opened,"{""From"":""Menu""}",2022-02-16 15:11:08,ios,Apple,iPhone11,2
4667,a36f9c3e8bcc3c6ac7ee75f9e08c1deb,VA,Chat Conversation Started,{},2022-02-16 15:11:39,ios,Apple,iPhone11,2
4668,0d42e37276db6718fe60c57282fffa95,CA,Order,"{""Premium Membership"":""True""}",2022-02-16 15:12:54,outofband,outofband,outofband,2
4669,84a7354f7a77575b7771689acdd6ec20,CA,Order,"{""Premium Membership"":""False""}",2022-02-16 15:13:53,outofband,outofband,outofband,2
4670,32d06a6d0d766dc437831803b69d8473,CA,Order,"{""Premium Membership"":""False""}",2022-02-16 15:13:57,outofband,outofband,outofband,2
4671,f2621ebfd7a0da668575b259ee04ee12,CA,Order,"{""Premium Membership"":""False""}",2022-02-16 15:14:18,outofband,outofband,outofband,2
4672,84a7354f7a77575b7771689acdd6ec20,CA,Order,"{""Premium Membership"":""False""}",2022-02-16 15:14:40,outofband,outofband,outofband,2
4673,a36f9c3e8bcc3c6ac7ee75f9e08c1deb,VA,Chat Conversation Opened,"{""From"":""Menu""}",2022-02-16 15:25:39,ios,Apple,iPhone11,2
4674,5fc05bf2a7eefb4309824381e7aba4db,FL,Sign Up Success,"{""Method"":""Email""}",2022-02-16 15:26:27,android,LGE,LM-Q730,2
4675,a36f9c3e8bcc3c6ac7ee75f9e08c1deb,VA,Subscription Premium Cancel,{},2022-02-16 15:29:27,outofband,outofband,outofband,2
4676,a36f9c3e8bcc3c6ac7ee75f9e08c1deb,VA,Transaction Refund,"{""Id"":""aa01b6224e43702c3f89fec0f893bd0a"",""Amount"":""-16.62""}",2022-02-16 15:29:27,outofband,outofband,outofband,2
4677,a36f9c3e8bcc3c6ac7ee75f9e08c1deb,VA,Chat Conversation Opened,"{""From"":""Menu""}",2022-02-16 15:29:35,ios,Apple,iPhone11,2
4678,a36f9c3e8bcc3c6ac7ee75f9e08c1deb,VA,Chat Conversation Opened,"{""From"":""Menu""}",2022-02-16 15:30:39,ios,Apple,iPhone11,2
4679,a36f9c3e8bcc3c6ac7ee75f9e08c1deb,VA,Sign Out,"{""Type"":""Manual""}",2022-02-16 15:30:58,ios,Apple,iPhone11,2
4680,a3750c00c7e84333acc21ac6454ec74e,TX,Sign Up Success,"{""Method"":""Apple""}",2022-02-16 16:14:08,ios,Apple,iPhone12,2
4681,a3750c00c7e84333acc21ac6454ec74e,TX,Add Vehicle Break,{},2022-02-16 16:14:50,ios,Apple,iPhone12,2
4682,675b562d84548ef3db73f8ca66f4f427,IL,Sign Up Success,"{""Method"":""Apple""}",2022-02-16 16:35:40,ios,Apple,iPhone14,2
4683,675b562d84548ef3db73f8ca66f4f427,IL,Account Setup Skip,{},2022-02-16 16:36:06,ios,Apple,iPhone14,2
4684,270c14cfefa4e0dc596c90f6a8c6c363,TX,Add Vehicle Success,"{""Make"":""Jeep"",""Model"":""Wrangler Unlimited"",""Temporary"":""false"",""Color"":""Black"",""Year"":""2021""}",2022-02-12 19:27:37,ios,Apple,iPhone13,2
4685,270c14cfefa4e0dc596c90f6a8c6c363,TX,Add Payment Method Success,"{""Payment Method"":""PayPal""}",2022-02-12 19:29:24,ios,Apple,iPhone13,2
4686,270c14cfefa4e0dc596c90f6a8c6c363,TX,Subscription Premium,"{""Start Date"":""2022-02-12"",""Renewal Date"":""2022-03-13"",""Membership Type"":""Monthly""}",2022-02-12 19:30:26,outofband,outofband,outofband,2
4687,4b16713d6c9585593cfe3bed53db40e1,IL,Sign Up Success,"{""Method"":""Apple""}",2022-02-12 19:40:44,ios,Apple,iPhone11,2
4688,480bede5062be501687e8ebc5cc4c549,TX,Sign Up Success,"{""Method"":""Apple""}",2022-02-12 20:00:48,ios,Apple,iPhone13,2
4689,480bede5062be501687e8ebc5cc4c549,TX,Account Setup Skip,{},2022-02-12 20:01:28,ios,Apple,iPhone13,2
4690,5984590369784a743c04b9d9406a1942,NJ,Wallet Opened,{},2022-02-12 20:02:22,ios,Apple,iPhone12,2
4691,20f6209f14f6bad2d7938864129b8d9f,IL,Sign Up Success,"{""Method"":""Facebook""}",2022-02-12 20:13:18,ios,Apple,iPhone14,2
4692,f9ae02749af27f1aa62252d501c52fd1,FL,Sign Up Success,"{""Method"":""Apple""}",2022-02-12 20:18:48,ios,Apple,iPhone13,2
4693,f9ae02749af27f1aa62252d501c52fd1,FL,Add Vehicle Break,{},2022-02-12 20:19:55,ios,Apple,iPhone13,2
4694,29081c0cdef5f0595e304d7c2ff180b2,TX,Sign Up Success,"{""Method"":""Email""}",2022-02-12 20:21:26,ios,Apple,iPhone13,2
4695,29081c0cdef5f0595e304d7c2ff180b2,TX,Email Confirmation Success,"{""Required"":""true""}",2022-02-12 20:21:51,ios,Apple,iPhone13,2
4696,29081c0cdef5f0595e304d7c2ff180b2,TX,Add Vehicle Success,"{""Year"":""2018"",""Model"":""Altima"",""Temporary"":""false"",""Color"":""White"",""Make"":""Nissan""}",2022-02-12 20:23:22,ios,Apple,iPhone13,2
4697,29081c0cdef5f0595e304d7c2ff180b2,TX,Add Payment Method Success,"{""Payment Method"":""Debit""}",2022-02-12 20:27:32,ios,Apple,iPhone13,2
4698,29081c0cdef5f0595e304d7c2ff180b2,TX,Subscription Premium,"{""Start Date"":""2022-02-12"",""Renewal Date"":""2022-03-13"",""Membership Type"":""Monthly""}",2022-02-12 20:28:41,outofband,outofband,outofband,2
4699,7e1beebdff05874880acc85d7b2389da,other,Sign Up Success,"{""Method"":""Facebook""}",2022-02-12 21:00:02,ios,Apple,iPhone13,2
4700,ed55eaf8db8e6202075e91ca296e58b0,CA,Sign Up Success,"{""Method"":""Apple""}",2022-02-12 21:11:34,ios,Apple,iPhone12,2
4701,ed55eaf8db8e6202075e91ca296e58b0,CA,Add Vehicle Success,"{""Color"":""Blue"",""Make"":""BMW"",""Model"":""328"",""Temporary"":""false"",""Year"":""2011""}",2022-02-12 21:17:11,ios,Apple,iPhone12,2
4702,047136447917f8b30537738e488e0461,CA,Sign Up Success,"{""Method"":""Email""}",2022-02-12 21:29:41,ios,Apple,iPhone13,2
4703,047136447917f8b30537738e488e0461,CA,Email Confirmation Success,"{""Required"":""true""}",2022-02-12 21:30:02,ios,Apple,iPhone13,2
4704,047136447917f8b30537738e488e0461,CA,Add Vehicle Success,"{""Year"":""2019"",""Model"":""Tacoma"",""Temporary"":""false"",""Color"":""Gray"",""Make"":""Toyota""}",2022-02-12 21:32:23,ios,Apple,iPhone13,2
4705,047136447917f8b30537738e488e0461,CA,Add Payment Method Success,"{""Tokenized Pay"":""Apple Pay"",""Payment Method"":""Debit""}",2022-02-12 21:32:52,ios,Apple,iPhone13,2
4706,047136447917f8b30537738e488e0461,CA,Subscription Premium,"{""Start Date"":""2022-02-12"",""Renewal Date"":""2022-03-13"",""Membership Type"":""Monthly""}",2022-02-12 21:33:28,outofband,outofband,outofband,2
4707,024e1240d30e29864494a1780e1779c5,CA,Sign Up Success,"{""Method"":""Facebook""}",2022-02-13 00:19:53,ios,Apple,iPhone12,2
4708,024e1240d30e29864494a1780e1779c5,CA,Account Setup Skip,{},2022-02-13 00:20:15,ios,Apple,iPhone12,2
4709,466f747de57099409c4d851f2775613f,CA,Sign Up Success,"{""Method"":""Apple""}",2022-02-13 00:25:43,ios,Apple,iPhone12,2
4710,466f747de57099409c4d851f2775613f,CA,Add Vehicle Success,"{""Year"":""2021"",""Model"":""C-HR"",""Temporary"":""false"",""Color"":""White"",""Make"":""Toyota""}",2022-02-13 00:26:52,ios,Apple,iPhone12,2
4711,df926cdc7271569571d42f2e7973e202,VA,Sign Up Success,"{""Method"":""Google""}",2022-02-13 00:42:12,android,samsung,SM-G9,2
4712,675b562d84548ef3db73f8ca66f4f427,IL,Add Vehicle Success,"{""Year"":""2013"",""Model"":""Optima Hybrid"",""Temporary"":""false"",""Color"":""Black"",""Make"":""Kia""}",2022-02-16 16:38:47,ios,Apple,iPhone14,2
4713,675b562d84548ef3db73f8ca66f4f427,IL,Calculator View,{},2022-02-16 16:39:17,ios,Apple,iPhone14,2
4714,675b562d84548ef3db73f8ca66f4f427,IL,Chat Conversation Opened,"{""From"":""Menu""}",2022-02-16 16:40:10,ios,Apple,iPhone14,2
4715,675b562d84548ef3db73f8ca66f4f427,IL,Chat Conversation Started,{},2022-02-16 16:40:15,ios,Apple,iPhone14,2
4716,675b562d84548ef3db73f8ca66f4f427,IL,Sign Out,"{""Type"":""Manual""}",2022-02-16 16:40:49,ios,Apple,iPhone14,2
4717,28368284a145474b2cc4961349bffcf3,AZ,Chat Conversation Started,{},2022-02-16 18:01:34,android,LGE,LM-K300,2
4718,caf7668e83549ed96fc8c4370213aeed,FL,Sign Up Success,"{""Method"":""Facebook""}",2022-02-16 18:10:27,ios,Apple,iPhone13,2
4719,1db181666b863be425838b33a244c614,TX,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Paid"",""Type"":""Pro Plan Subscription""}",2022-02-16 19:04:33,android,samsung,SM-N9,2
4720,1db181666b863be425838b33a244c614,TX,Wallet Opened,{},2022-02-16 19:04:56,android,samsung,SM-N9,2
4721,babf9d22c887164f34571a9922238aca,CA,Sign Up Success,"{""Method"":""Email""}",2022-02-16 20:10:12,android,samsung,SM-G9,2
4722,8d6acecbe3a4eb6b43edb025ba3e5eb4,CA,Sign Up Success,"{""Method"":""Email""}",2022-02-16 20:32:01,android,samsung,SM-N9,2
4723,4111b46116e0f6905a66dc62301d391f,CA,Account History Transaction Details,"{""Type"":""Manual Payment"",""Navigated From"":""account_history""}",2022-02-16 22:13:43,ios,Apple,iPhone13,2
4724,4111b46116e0f6905a66dc62301d391f,CA,Chat Conversation Opened,"{""Transaction type"":""ManualPayment"",""From"":""Transaction Details""}",2022-02-16 22:13:58,ios,Apple,iPhone13,2
4725,36b4dfb243a7dc12d0227bbf9c47ca49,TX,Sign Up Success,"{""Method"":""Apple""}",2022-02-16 22:42:21,ios,Apple,iPhone13,2
4726,6c33305d1461f30e67d3284b367b36c1,CA,Chat Conversation Opened,"{""Transaction type"":""OrderAlert"",""From"":""Transaction Details""}",2022-02-16 22:56:22,ios,Apple,iPhone13,2
4727,6c33305d1461f30e67d3284b367b36c1,CA,Chat Conversation Started,{},2022-02-16 22:56:50,ios,Apple,iPhone13,2
4728,34f44ed988a780acdd0060beb91f5e1c,NY,Sign Up Success,"{""Method"":""Google""}",2022-02-16 23:45:39,ios,Apple,iPhone10,2
4729,34f44ed988a780acdd0060beb91f5e1c,NY,Add Vehicle Success,"{""Make"":""Honda"",""Model"":""Accord"",""Temporary"":""false"",""Color"":""White"",""Year"":""2019""}",2022-02-16 23:47:01,ios,Apple,iPhone10,2
4730,a6817108396d1fa6a480424ed8a07c41,TX,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Paid"",""Type"":""Order""}",2022-02-17 01:43:02,android,samsung,SM-A5,2
4731,67f7ee21393060f86207711face96b90,TX,Subscription Premium Renew,"{""Start Date"":""2022-02-18"",""Renewal Date"":""2023-02-18"",""Membership Type"":""Yearly""}",2022-02-17 02:23:07,outofband,outofband,outofband,2
4732,32d06a6d0d766dc437831803b69d8473,CA,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Overdue"",""Type"":""Order""}",2022-02-17 04:11:46,android,Google,Pixel 6,2
4733,32d06a6d0d766dc437831803b69d8473,CA,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Overdue"",""Type"":""Order""}",2022-02-17 04:11:57,android,Google,Pixel 6,2
4734,32d06a6d0d766dc437831803b69d8473,CA,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Overdue"",""Type"":""Order""}",2022-02-17 04:12:26,android,Google,Pixel 6,2
4735,32d06a6d0d766dc437831803b69d8473,CA,Chat Conversation Opened,"{""From"":""Transaction Details"",""Transaction type"":""OrderPayment""}",2022-02-17 04:12:33,android,Google,Pixel 6,2
4736,32d06a6d0d766dc437831803b69d8473,CA,Chat Conversation Started,{},2022-02-17 04:12:33,android,Google,Pixel 6,2
4737,32d06a6d0d766dc437831803b69d8473,CA,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Overdue"",""Type"":""Order""}",2022-02-17 04:13:08,android,Google,Pixel 6,2
4738,32d06a6d0d766dc437831803b69d8473,CA,Chat Conversation Started,{},2022-02-17 04:17:19,android,Google,Pixel 6,2
4740,32d06a6d0d766dc437831803b69d8473,CA,Chat Conversation Started,{},2022-02-17 04:18:47,android,Google,Pixel 6,2
4741,32d06a6d0d766dc437831803b69d8473,CA,Wallet Opened,{},2022-02-17 04:19:04,android,Google,Pixel 6,2
4742,32d06a6d0d766dc437831803b69d8473,CA,Chat Conversation Opened,"{""From"":""Menu"",""Transaction type"":""""}",2022-02-17 04:20:08,android,Google,Pixel 6,2
4743,32d06a6d0d766dc437831803b69d8473,CA,Chat Conversation Started,{},2022-02-17 04:20:08,android,Google,Pixel 6,2
4744,700cc120740aafc76b7c961237d73cd7,CA,Sign Up Success,"{""Method"":""Email""}",2022-02-17 04:40:44,android,LGE,LGE,2
4745,766e7fd44c921aa9f0ca841fe17d4b8a,VA,Sign Up Success,"{""Method"":""Email""}",2022-02-17 04:45:23,android,samsung,SM-N9,2
4746,766e7fd44c921aa9f0ca841fe17d4b8a,VA,Email Confirmation Success,{},2022-02-17 04:45:46,android,samsung,SM-N9,2
4747,4625f7ed22e911f5290a3660feb4efdb,VA,Wallet Opened,{},2022-02-17 04:47:09,ios,Apple,iPhone12,2
4748,4625f7ed22e911f5290a3660feb4efdb,VA,Calculator View,{},2022-02-17 04:47:16,ios,Apple,iPhone12,2
4749,4625f7ed22e911f5290a3660feb4efdb,VA,Wallet Opened,{},2022-02-17 04:48:04,ios,Apple,iPhone12,2
4750,6c33305d1461f30e67d3284b367b36c1,CA,Account History Transaction Details,"{""Type"":""Pro Plan Subscription"",""Status"":""Paid"",""Navigated From"":""account_history""}",2022-02-17 04:52:59,ios,Apple,iPhone13,2
4751,6c33305d1461f30e67d3284b367b36c1,CA,Account History Transaction Details,"{""Type"":""Pro Plan Subscription"",""Navigated From"":""account_history"",""Status"":""Paid""}",2022-02-17 04:53:14,ios,Apple,iPhone13,2
4752,df926cdc7271569571d42f2e7973e202,VA,Add Vehicle Success,"{""Make"":""Honda"",""Model"":""CR-V"",""Color"":""Blue"",""Year"":""2020"",""Temporary"":""false"",""Start Date"":"""",""End Date"":"""",""Rental state"":""""}",2022-02-13 00:44:11,android,samsung,SM-G9,2
4753,df926cdc7271569571d42f2e7973e202,VA,Add Vehicle Success,"{""Make"":""Honda"",""Model"":""CR-V"",""Color"":""Blue"",""Year"":""2020"",""Temporary"":""false"",""Start Date"":"""",""End Date"":"""",""Rental state"":""""}",2022-02-13 00:45:24,android,samsung,SM-G9,2
4754,df926cdc7271569571d42f2e7973e202,VA,Chat Conversation Started,{},2022-02-13 00:46:13,android,samsung,SM-G9,2
4755,df926cdc7271569571d42f2e7973e202,VA,Chat Conversation Started,{},2022-02-13 00:46:18,android,samsung,SM-G9,2
4756,bbd81df0ff701b061fabe28619003465,CA,Subscription Premium Renew,"{""Start Date"":""2022-02-14"",""Renewal Date"":""2022-03-14"",""Membership Type"":""Monthly""}",2022-02-13 01:01:17,outofband,outofband,outofband,2
4757,760a8cfc450157aaeaa91a6ec90a9230,CA,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Pending"",""Type"":""Auto Payment""}",2022-02-13 01:14:18,android,samsung,SM-N9,2
4758,760a8cfc450157aaeaa91a6ec90a9230,CA,Wallet Opened,{},2022-02-13 01:14:48,android,samsung,SM-N9,2
4759,760a8cfc450157aaeaa91a6ec90a9230,CA,Chat Conversation Started,{},2022-02-13 01:15:52,android,samsung,SM-N9,2
4760,57355471e5fc8052b717b33a9c15c8bb,CA,Subscription Premium Renew,"{""Start Date"":""2022-02-14"",""Renewal Date"":""2022-03-14"",""Membership Type"":""Monthly""}",2022-02-13 01:16:18,outofband,outofband,outofband,2
4761,760a8cfc450157aaeaa91a6ec90a9230,CA,Subscription Premium Cancel,{},2022-02-13 01:18:18,outofband,outofband,outofband,2
4762,760a8cfc450157aaeaa91a6ec90a9230,CA,Transaction Refund,"{""Id"":""d6e6fd1ed77a4e34e6dc37d978ebeafe"",""Amount"":""-20""}",2022-02-13 01:20:21,outofband,outofband,outofband,2
4763,760a8cfc450157aaeaa91a6ec90a9230,CA,Account History Transaction Details,"{""Navigated From"":""Account History"",""Status"":""Pending"",""Type"":""Violation Transaction""}",2022-02-13 01:28:46,android,samsung,SM-N9,2
4764,760a8cfc450157aaeaa91a6ec90a9230,CA,Chat Conversation Started,{},2022-02-13 01:29:15,android,samsung,SM-N9,2
4765,760a8cfc450157aaeaa91a6ec90a9230,CA,Chat Conversation Started,{},2022-02-13 01:31:14,android,samsung,SM-N9,2
4766,ac0d5d27b344885bcf8882e281211fd8,CA,Sign Up Success,"{""Method"":""Google""}",2022-02-13 06:22:13,android,samsung,SM-G9,2
